0	1.0	1.0030000000000001	1.221	1.701	2.947	4.441	6.205999999999999	8.014	4.849000000000001	2.989	2.4930000000000003	2.273
1	1.0	1.0273999999999999	0.9434000000000003	1.0236	1.0802	1.0794000000000004	1.1138000000000001	1.245	1.4500000000000002	1.9282	2.3480000000000003	2.8266000000000004
2	1.0	1.018	2.032	3.518	1.7759999999999998	10.202	14.345999999999998	15.169999999999998	10.084	9.856	8.974	7.703999999999999
3	1.0	1.2160000000000002	1.3266666666666669	1.1720000000000004	1.224	0.9986666666666668	1.0373333333333332	0.9973333333333332	1.352	2.772666666666667	4.500666666666667	6.974666666666668
4	1.0	1.7604545454545457	3.419545454545454	5.6095454545454535	4.013181818181819	2.723181818181818	2.4322727272727276	2.3427272727272728	1.5868181818181817	1.3754545454545453	1.3145454545454545	1.2381818181818183
5	1.0	0.9235416666666665	1.2389583333333332	1.422083333333333	1.2741666666666671	1.839166666666667	1.8518749999999997	2.07125	1.9118750000000002	1.2877083333333332	1.2104166666666667	1.125416666666667
6	1.0	2.67	2.41	3.75	6.18	38.8	86.92	25.58	14.81	6.73	2.72	2.42
7	1.0	0.9755172413793103	1.1317241379310345	1.4810344827586208	1.7279310344827585	4.269310344827586	3.7317241379310344	2.964827586206897	1.7241379310344827	1.4158620689655175	1.3751724137931036	1.3279310344827586
8	1.0	0.9424242424242426	1.174848484848485	1.133939393939394	1.1575757575757575	1.9787878787878788	2.6375757575757577	3.4630303030303033	3.5400000000000005	2.9993939393939395	2.978787878787878	2.6990909090909088
9	1.0	0.9539802631578951	0.9341118421052634	0.9202302631578944	0.8901315789473683	0.6966776315789472	0.5700986842105259	0.5042434210526314	0.5042105263157893	0.7410197368421062	0.7366447368421049	0.786414473684211
