1.0	1.0	-0.16761510721236744	0.25815447930116286
2.0	1.0	-0.5580488455564483	-0.1391645353236299
3.0	1.0	-0.41670124914613366	0.10792909802029933
4.0	1.0	0.3147077940676054	-0.36902830723561414
5.0	1.0	-0.338782566815594	-1.1834896883479151
6.0	1.0	-0.09858748668623558	-0.8709312328124479
7.0	1.0	0.1678804989886321	-0.25350183304707746
8.0	1.0	0.054005670150775495	-0.1674878811674679
9.0	1.0	-0.28803542474048005	-0.4665156286065554
10.0	1.0	-0.2454424488810526	-0.653537482497769
11.0	1.0	-0.4938513439973239	-0.5240769205248642
12.0	1.0	0.27760337218489506	-0.6108681696142421
13.0	1.0	-0.276770416960655	0.18294342712636394
14.0	1.0	-0.22113207163090823	-0.1059213006735753
15.0	1.0	-0.10272431920782628	0.951153542584861
16.0	1.0	0.38426326155557544	-0.42966521740957747
17.0	1.0	0.18118622122695197	0.052623069039262046
18.0	1.0	0.8064163390445361	0.23931631353652436
19.0	1.0	-0.2108608236072131	0.06396601346483359
20.0	1.0	0.3161081518302832	-0.3015355251563435
21.0	1.0	-0.23367027847391475	-0.14576072982707697
22.0	1.0	0.17984823619514148	0.0760691511712945
23.0	1.0	-0.49823250327886687	0.2997599370714791
24.0	1.0	0.9379218557788765	0.2575230750613282
25.0	1.0	-0.16568817766301583	0.3391506125689274
26.0	1.0	-0.1950781631894739	0.6788476875408708
27.0	1.0	-0.33876214060412385	0.039460561735684185
28.0	1.0	-0.6396546068976796	1.1584639651258466
29.0	1.0	0.08818530758553952	0.1187159632757744
30.0	1.0	0.37070538432138334	-1.34938223607897
31.0	1.0	0.4780436324990631	0.3640760199558749
32.0	1.0	-0.13345057397028148	-0.2817334027698446
33.0	1.0	-0.1424263663193637	0.1459746519843408
34.0	1.0	0.2711979633379652	0.29651330927180286
35.0	1.0	0.4083608503094138	0.4670111882982907
36.0	1.0	-1.2840987012539902	-0.2580812291568735
37.0	1.0	-0.46619450814828334	0.04608193037787585
38.0	1.0	-0.5529052478959393	0.3256103410011866
39.0	1.0	0.7509710806012614	0.016888592324118563
40.0	1.0	0.37074132377219704	0.052247933926052995
41.0	1.0	0.17673790989476465	-0.44356478705885116
42.0	1.0	0.6747687235181267	-0.8128946436788871
43.0	1.0	0.11416750155491864	-0.7387890235330336
44.0	1.0	-0.09295620014841724	0.3125755771459097
45.0	1.0	-0.01420164331658863	-0.28301178485745904
46.0	1.0	0.01266516641922491	0.29327976814255463
47.0	1.0	0.2526474813204771	0.39414791253822246
48.0	1.0	-0.20287635065726256	-0.3451598136209177
49.0	1.0	-0.09083605761590491	0.4795608696620949
50.0	1.0	0.1568761460634773	0.24961805020244687
51.0	1.0	0.09892577257580333	0.04834561353746898
52.0	1.0	0.32271127668536137	0.17720725214560906
53.0	1.0	-0.29690436933830167	0.3846834217473554
54.0	1.0	0.37206686868238786	-0.1481375162756562
55.0	1.0	-0.06686368622411631	-0.25046109559233243
56.0	1.0	0.5338617115421461	-0.946156043855282
57.0	1.0	0.18894244251588416	0.22517853254767847
58.0	1.0	0.23490776980206723	0.610465306931367
59.0	1.0	-0.08509994030003831	-0.11406314714687786
60.0	1.0	0.1300123140826237	-0.3318997961886831
61.0	1.0	0.06136314990771572	0.653123763719449
62.0	1.0	-0.40862114787099013	-0.03274911041805549
63.0	1.0	-0.27191685205894334	0.30785851688029836
64.0	1.0	-0.16320393316744003	0.3253887344330387
65.0	1.0	-0.9579639250312884	-0.0553740810143031
66.0	1.0	0.3966649219239998	-0.6465482295882883
67.0	1.0	0.45579882530254145	-0.0756059248255121
68.0	2.0	-0.768788844513064	0.1684315291014581
69.0	2.0	-1.128066659105017	0.20771262175599564
70.0	2.0	-0.8342834962862089	0.4830171860288705
71.0	2.0	-0.004892098803428266	0.7034552749915347
72.0	2.0	-0.7680654971076633	1.243888261735204
73.0	2.0	-0.16141650003354457	0.3910533685282983
74.0	2.0	-0.7100028151038217	0.06355030257811646
75.0	2.0	-1.016997511654999	0.7536409790517881
76.0	2.0	-0.9754197338066508	0.46060919641204184
77.0	2.0	-1.0014816849419603	0.25563994811644297
78.0	2.0	-0.9066515381907124	0.18141675075893035
79.0	2.0	-0.9370166803295882	-0.12913075031823718
80.0	2.0	-0.7109150335334032	0.4570005921916782
81.0	2.0	-0.5445001024768905	0.40381902846728324
82.0	2.0	-0.4783280896288277	0.019024961608927127
83.0	2.0	-0.4076361828981482	0.3079840059141365
84.0	2.0	-1.0048180899685801	0.08289760889796638
85.0	2.0	-0.8241967564082429	0.2721098698054346
